Id,SentenceA,SentenceB,Origin,Logic_label,Commonsense_label,SICK_original,monalog,gkr4nli,langpro,ccg2lambda_easyccg,ccg2lambda_candc
6004,A young girl in a blue shirt is walking on the sidewalk and holding up a pink sign,There is no young girl in a blue shirt walking on the sidewalk and holding up a pink sign,SICK,C,C,C,C,C,Exception,Exception,N
6005,A young girl in a blue shirt is walking on the sidewalk and holding up a pink sign,A young girl by a pink sign is holding up a blue shirt and is walking on the sidewalk,SICK,N,N,N,N,E,N,N,N
6006,The girl is carrying a sign and a group of people is following her,The girl is carrying a sign and is being followed by a group of people,SICK,E,E,E,N,N,N,N,N
6007,The girl is carrying a sign and a group of people is following her,The girl is not carrying a sign and no group of people is following her,SICK,C,C,C,N,E,C,C,C
6008,A young girl in a blue shirt is walking on the sidewalk and holding up a pink sign,The girl is carrying a sign and is being followed by a group of people,SICK,N,N,N,N,N,N,N,N
6009,The girl is not carrying a sign and no group of people is following her,A young girl in a blue shirt is walking on the sidewalk and holding up a pink sign,SICK,C,C,C,N,C,Exception,Exception,N
6010,The girl is carrying a sign and a group of people is following her,"A girl in a blue shirt, who looks young, is walking on the sidewalk and holding up a pink sign",SICK,N,N,N,N,N,N,N,N
6011,The girl is carrying a sign and a group of people is following her,There is no young girl in a blue shirt walking on the sidewalk and holding up a pink sign,SICK,N,N,C,N,C,Exception,Exception,N
6012,A young girl by a pink sign is holding up a blue shirt and is walking on the sidewalk,The girl is carrying a sign and a group of people is following her,SICK,N,N,N,N,N,N,N,N
6013,The girl is carrying a sign and a group of people is following her,A young girl in a blue shirt is walking on the sidewalk and holding up a pink sign,SICK,N,N,N,N,N,N,N,N
6014,One man in a big city is holding up a sign and begging for money,A man in a big city is holding a sign and begging for money,SICK,E,E,E,N,E,E,E,E
6015,A man in a big city is holding a sign and begging for money,A man in a small city is doing charity work,SICK,N,N,N,N,N,N,N,N
6016,A big city is begging for men and money holders,A man in a big city is holding a sign and begging for money,SICK,NS,NS,N,N,E,N,N,N
6017,A homeless man is holding up a sign and is begging for money,A homeless man is holding up a sign and is pitifully begging for money,SICK,N,E,E,N,N,N,N,N
6018,A homeless man is holding up a sign and is begging for money,A homeless man is putting down a sign and refusing some charity,SICK,C,C,N,N,E,N,N,N
6019,A homeless man is holding up a sign and is pitifully begging for money,A man in a big city is holding a sign and begging for money,SICK,N,N,N,N,N,N,N,N
6020,A man in a big city is holding a sign and begging for money,A homeless man is putting down a sign and refusing some charity,SICK,N,C,N,N,E,N,N,N
6021,One man in a big city is holding up a sign and begging for money,A homeless man is holding up a sign and is begging for money,SICK,N,N,N,N,N,N,N,N
6022,A homeless man is holding up a sign and is begging for money,A man in a small city is doing charity work,SICK,N,N,N,N,N,N,N,N
6023,A big city is begging for men and money holders,A homeless man is holding up a sign and is begging for money,SICK,N,N,N,N,N,N,N,N
6024,A homeless man is holding up a sign and is begging for money,A man in a big city is holding a sign and begging for money,SICK,N,N,N,N,N,N,N,N
6025,A small dog is chasing a large brown cow,"A dog, which is small, is chasing a large brown cow",SICK,E,E,E,N,E,E,E,E
6026,A small dog is chasing a large brown cow,There is no small dog chasing a large brown cow,SICK,C,C,C,C,C,N,C,N
6027,A dog is chasing the tail of an animal in the grass,The tail of an animal is being chasing by a dog in the grass,SICK,UG,UG,E,N,E,E,N,N
6028,A dog is walking away from the tail of an animal in the grass,A dog is chasing the tail of an animal in the grass,SICK,C,C,N,N,E,N,N,N
6029,A small dog is chasing a large brown cow,The tail of an animal is being chasing by a dog in the grass,SICK,UG,UG,N,N,E,N,N,N
6030,A small dog is chasing a large brown cow,A dog is walking away from the tail of an animal in the grass,SICK,N,N,N,N,N,N,N,N
6031,A dog is chasing the tail of an animal in the grass,"A dog, which is small, is chasing a large brown cow",SICK,N,N,N,N,N,N,N,N
6032,There is no small dog chasing a large brown cow,A dog is chasing the tail of an animal in the grass,SICK,N,N,N,N,N,N,N,N
6033,A dog is chasing the tail of an animal in the grass,A small dog is chasing a large brown cow,SICK,N,N,N,N,N,N,N,N
6034,The small child is walking through the water and is being guided by another person,The small child is wading through the water and is being guided by another person,SICK,E,E,E,N,N,N,N,N
6035,The small child is wading through the water and is being guided by another person,The small child is not wading through the water and is not being guided by another person,SICK,C,C,C,C,C,N,N,C
6036,A young child is splashing in the water,The young child is splashing in the water,SICK,E,E,E,E,E,E,E,E
6037,A young child is splashing in the water,There is no young child splashing in the water,SICK,C,C,C,C,C,N,C,C
6038,A young child is watering a plant with splashes,A young child is splashing in the water,SICK,N,N,N,N,E,N,N,N
6039,The young child is splashing in the water,The small child is wading through the water and is being guided by another person,SICK,N,N,N,N,N,N,N,N
6040,The small child is wading through the water and is being guided by another person,There is no young child splashing in the water,SICK,N,N,C,N,N,N,N,N
6041,The small child is wading through the water and is being guided by another person,A young child is watering a plant with splashes,SICK,N,N,N,N,N,N,N,N
6042,The small child is walking through the water and is being guided by another person,A young child is splashing in the water,SICK,N,N,N,N,N,N,N,N
6043,A young child is splashing in the water,The small child is not wading through the water and is not being guided by another person,SICK,N,N,N,N,N,N,N,N
6044,The small child is wading through the water and is being guided by another person,A young child is splashing in the water,SICK,N,N,N,N,N,N,N,N
6045,A woman is looking curiously at a man,A man is being curiously looked at by a woman,SICK,E,E,E,N,E,E,E,N
6046,A woman is ignoring a man,A woman is looking curiously at a man,SICK,C,C,N,N,N,N,N,N
6047,"A man and a woman are in a room painted beige, wearing dark colored shirts and a monitor is in the background","A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",SICK,E,E,E,N,E,Exception,Exception,E
6048,A man and a woman are outside and are wearing light colored shirts,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",SICK,C,C,N,N,E,N,N,N
6049,A woman is looking curiously at a man,"A man and a woman are in a room painted beige, wearing dark colored shirts and a monitor is in the background",SICK,N,N,N,N,E,N,N,N
6050,A woman is looking curiously at a man,A man and a woman are outside and are wearing light colored shirts,SICK,N,N,N,N,E,N,N,N
6051,A man is being curiously looked at by a woman,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",SICK,N,N,N,Exception,N,N,N,N
6052,A woman is ignoring a man,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",SICK,N,N,N,N,N,N,N,N
6053,A woman is looking curiously at a man,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",SICK,N,N,N,N,N,N,N,N
6054,The little dog is grabbing the bedroom slipper with its mouth funnily,The little dog is grabbing the bedroom slipper with its mouth,SICK,E,E,E,E,E,E,E,E
6055,The little dog is dropping the bedroom slipper from its mouth,The little dog is grabbing the bedroom slipper with its mouth,SICK,C,C,N,N,N,N,N,N
6056,A brown dog is looking closely at a brown and white dog,A brown dog is staring attentively at a brown and white dog,SICK,E,E,E,N,N,N,N,N
6057,A brown dog is staring attentively at a brown and white dog,There is no brown dog staring attentively at a brown and white dog,SICK,C,C,C,C,C,C,C,C
6058,A brown dog is looking closely at a brown and white dog,The little dog is grabbing the bedroom slipper with its mouth,SICK,N,N,N,N,N,N,N,N
6059,There is no brown dog staring attentively at a brown and white dog,The little dog is grabbing the bedroom slipper with its mouth,SICK,N,N,N,N,C,N,N,N
6060,A brown dog is staring attentively at a brown and white dog,The little dog is grabbing the bedroom slipper with its mouth funnily,SICK,N,N,N,N,N,N,N,N
6061,A brown dog is staring attentively at a brown and white dog,The little dog is dropping the bedroom slipper from its mouth,SICK,N,N,N,N,N,N,N,N
6062,The little dog is grabbing the bedroom slipper with its mouth,A brown dog is staring attentively at a brown and white dog,SICK,N,N,N,N,N,N,N,N
6063,The man is performing a large jump,A large jump is being performed by a man,SICK,E,E,E,E,E,E,E,E
6064,The man is performing a large jump,The man is not performing a large jump,SICK,C,C,C,C,C,C,C,C
6065,A person in a blue jacket is jumping off of a tall cement wall,A person in a blue colored jacket is jumping off of a tall cement wall,SICK,E,E,E,E,N,E,E,N
6066,A person in a blue jacket is jumping off of a tall cement wall,A person in a blue jacket is jumping onto a tall cement wall,SICK,C,C,N,N,E,N,N,N
6067,A person is cementing a jacket in a blue tall wall and jumping,A person in a blue jacket is jumping off of a tall cement wall,SICK,N,N,N,N,N,N,N,N
6068,A person in a blue colored jacket is jumping off of a tall cement wall,The man is performing a large jump,SICK,N,N,N,N,N,N,N,N
6069,The man is performing a large jump,A person in a blue jacket is jumping onto a tall cement wall,SICK,N,N,N,N,N,N,N,N
6070,A person is cementing a jacket in a blue tall wall and jumping,The man is performing a large jump,SICK,N,N,N,N,N,N,N,N
6071,A person in a blue jacket is jumping off of a tall cement wall,A large jump is being performed by a man,SICK,N,N,N,N,N,N,N,N
6072,A person in a blue jacket is jumping off of a tall cement wall,The man is not performing a large jump,SICK,N,N,N,N,N,N,N,N
6073,A person in a blue jacket is jumping off of a tall cement wall,The man is performing a large jump,SICK,N,N,N,N,N,N,N,N
6074,A woman in jeans is sitting on the saddle of a horse,The woman in jeans is sitting on the saddle of a horse,SICK,E,E,E,E,E,E,E,E
6075,A woman in jeans is sitting on the saddle of a horse,A woman in jeans is standing near a horse with a saddle,SICK,C,C,N,N,C,N,N,N
6076,A person wearing jeans is sitting happily on the top of a horse saddle,A person wearing jeans is sitting on top of a horse saddle,SICK,E,E,E,N,E,N,E,E
6077,A person wearing jeans is sitting on top of a horse saddle,There is no person wearing jeans sitting on top of a horse saddle,SICK,C,C,C,C,C,Exception,Exception,N
6078,A person wearing jeans is sitting happily on the top of a horse saddle,A woman in jeans is sitting on the saddle of a horse,SICK,N,N,N,N,N,N,N,N
6079,A woman in jeans is sitting on the saddle of a horse,There is no person wearing jeans sitting on top of a horse saddle,SICK,C,C,C,N,C,N,N,N
6080,The woman in jeans is sitting on the saddle of a horse,A person wearing jeans is sitting on top of a horse saddle,SICK,E,E,E,N,N,N,N,N
6081,A person wearing jeans is sitting on top of a horse saddle,A woman in jeans is standing near a horse with a saddle,SICK,N,N,N,N,N,N,N,N
6082,A woman in jeans is sitting on the saddle of a horse,A person wearing jeans is sitting on top of a horse saddle,SICK,E,E,E,N,N,N,N,N
6083,The brown dog and the red dog are frolicking on the beach,A brown dog and a red dog are frolicking on the beach,SICK,E,E,E,E,E,E,E,E
6084,A brown dog and a red dog are sitting sadly on the beach,A brown dog and a red dog are frolicking on the beach,SICK,C,C,N,N,E,N,N,N
6085,The brown dogs are playfully fighting on the sandy beach,The brown dogs are playfully fighting on the sandy shore,SICK,E,E,E,N,N,N,N,N
6086,The brown dogs are playfully fighting on the sandy beach,The brown dogs are not playfully fighting on the sandy beach,SICK,C,C,C,C,C,C,C,C
6087,The brown dogs are playfully fighting on the sandy shore,A brown dog and a red dog are frolicking on the beach,SICK,N,N,N,N,N,N,N,N
6088,The brown dogs are not playfully fighting on the sandy beach,A brown dog and a red dog are frolicking on the beach,SICK,N,N,N,N,N,Exception,Exception,N
6089,The brown dogs are playfully fighting on the sandy beach,The brown dog and the red dog are frolicking on the beach,SICK,N,N,N,N,N,N,N,N
6090,The brown dogs are playfully fighting on the sandy beach,A brown dog and a red dog are sitting sadly on the beach,SICK,C,C,N,N,N,N,N,N
6091,A brown dog and a red dog are frolicking on the beach,The brown dogs are playfully fighting on the sandy beach,SICK,N,N,N,N,N,N,N,N
6092,The man is standing steadily next to a birdcage,The man is standing next to a bird cage,SICK,E,E,E,N,N,N,N,N
6093,The man is sitting next to a birdcage,The man is standing next to a bird cage,SICK,N,N,N,N,N,N,N,N
6094,A man is standing beside a birdcage which is large and colorful,A man is standing beside a large and colorful birdcage,SICK,E,E,E,N,E,E,E,E
6095,There is no man standing beside a large and colorful birdcage,A man is standing beside a large and colorful birdcage,SICK,C,C,C,C,C,C,C,C
6096,A man is standing beside a birdcage which is large and colorful,The man is standing next to a bird cage,SICK,E,E,E,N,N,N,N,N
6097,There is no man standing beside a large and colorful birdcage,The man is standing next to a bird cage,SICK,N,N,N,N,N,N,N,N
6098,The man is standing steadily next to a birdcage,A man is standing beside a large and colorful birdcage,SICK,N,N,N,N,N,N,N,N
6099,A man is standing beside a large and colorful birdcage,The man is sitting next to a birdcage,SICK,N,N,N,N,N,N,N,N
6100,A man is standing beside a large and colorful birdcage,The man is standing next to a bird cage,SICK,E,E,E,N,N,N,N,N
6101,One brown and black dog is running through the leaves,A brown and black dog is running through the leaves,SICK,E,E,E,N,E,E,E,E
6102,A brown and black dog is running through the leaves,A brown and black dog is resting in the leaves,SICK,N,N,N,N,N,N,N,N
6103,A brown and black dog is running through the leaves,A dog and a black man are running through brown leaves,SICK,N,N,N,N,N,N,N,N
6104,A dog in a colored coat is running swiftly across the yard,A dog in a colored coat is running across the yard,SICK,E,E,E,E,E,E,E,E
6105,There is no dog in a colored coat running across the yard,A dog in a colored coat is running across the yard,SICK,C,C,C,C,C,N,N,N
6106,A dog in a colored coat is running across the yard,A dog in the yard is running across colored coats,SICK,N,N,N,N,E,N,N,N
6107,A brown and black dog is running through the leaves,A dog in a colored coat is running swiftly across the yard,SICK,N,N,N,N,N,N,N,N
6108,A brown and black dog is running through the leaves,There is no dog in a colored coat running across the yard,SICK,N,C,N,N,C,N,Exception,N
6109,A dog in the yard is running across colored coats,A brown and black dog is running through the leaves,SICK,N,N,N,N,N,N,N,N
6110,One brown and black dog is running through the leaves,A dog in a colored coat is running across the yard,SICK,N,N,N,N,N,N,N,N
6111,A dog in a colored coat is running across the yard,A brown and black dog is resting in the leaves,SICK,N,N,N,N,N,N,N,N
6112,A dog in a colored coat is running across the yard,A dog and a black man are running through brown leaves,SICK,N,N,N,N,N,N,N,N
6113,A dog in a colored coat is running across the yard,A brown and black dog is running through the leaves,SICK,N,N,N,N,N,N,N,N
6114,A brown and white dog is holding a baseball in its mouth,"A dog, which has a brown and white coat, is holding a baseball in its mouth",SICK,E,E,E,N,N,N,N,N
6115,A brown and white dog is putting the baseball in its mouth down,A brown and white dog is holding a baseball in its mouth,SICK,C,C,N,N,N,N,N,N
6116,A black and white dog is holding a baseball in its mouth,A baseball is being held in its mouth by a black and white dog,SICK,E,E,E,E,E,E,N,E
6117,A black and white dog is holding a baseball in its mouth,A black and white dog is dropping a baseball from its mouth,SICK,N,N,N,N,N,N,N,N
6118,A brown and white dog is holding a baseball in its mouth,A baseball is being held in its mouth by a black and white dog,SICK,C,E,E,N,N,C,N,N
6119,A brown and white dog is holding a baseball in its mouth,A black and white dog is dropping a baseball from its mouth,SICK,C,C,N,N,N,C,C,N
